date,country,active_users,content_created,reports,enforcements,appeals,successful_appeals,median_response_time_hours,reports_spam,reports_harassment_hate,reports_nudity,reports_misinformation,reports_child_safety,reports_other,reports_user,reports_ai,reports_trusted,enf_removed,enf_warning,enf_suspension,enf_downrank,report_rate,enforcement_rate,appeal_rate,appeal_success_rate,share_spam,share_harassment_hate,share_nudity,share_misinformation,share_child_safety,share_other,share_user,share_ai,share_trusted
2025-03-18,Indonesia,398173,9436,119,78,3,0,22.3,50,26,13,12,1,17,43,68,8,60,8,1,9,0.012611275964391691,0.6554621848739496,0.038461538461538464,0.0,0.42016806722689076,0.2184873949579832,0.1092436974789916,0.10084033613445378,0.008403361344537815,0.14285714285714285,0.36134453781512604,0.5714285714285714,0.06722689075630252
2025-03-18,Philippines,199192,8351,96,63,1,0,21.9,34,12,13,20,2,15,42,39,15,39,9,0,15,0.011495629265956172,0.65625,0.015873015873015872,0.0,0.3541666666666667,0.125,0.13541666666666666,0.20833333333333334,0.020833333333333332,0.15625,0.4375,0.40625,0.15625
2025-03-18,Thailand,154804,3906,45,29,0,0,25.4,14,8,6,10,1,6,19,22,4,16,4,4,5,0.01152073732718894,0.6444444444444445,0.0,,0.3111111111111111,0.17777777777777778,0.13333333333333333,0.2222222222222222,0.022222222222222223,0.13333333333333333,0.4222222222222222,0.4888888888888889,0.08888888888888889
2025-03-18,Vietnam,181107,5182,75,55,3,0,26.8,23,11,15,16,0,10,32,37,6,31,11,2,11,0.014473176379776149,0.7333333333333333,0.05454545454545454,0.0,0.30666666666666664,0.14666666666666667,0.2,0.21333333333333335,0.0,0.13333333333333333,0.4266666666666667,0.49333333333333335,0.08
2025-03-19,Singapore,49153,2393,25,15,0,0,21.7,9,1,4,8,0,3,11,10,4,11,2,0,2,0.010447137484329294,0.6,0.0,,0.36,0.04,0.16,0.32,0.0,0.12,0.44,0.4,0.16
2025-03-19,Indonesia,407401,18818,197,139,8,0,23.0,71,24,32,39,5,26,71,101,25,73,24,8,34,0.010468700180678074,0.7055837563451777,0.05755395683453238,0.0,0.3604060913705584,0.1218274111675127,0.16243654822335024,0.19796954314720813,0.025380710659898477,0.1319796954314721,0.3604060913705584,0.5126903553299492,0.12690355329949238
2025-03-19,Philippines,193780,8644,111,76,1,0,23.5,48,13,15,19,1,15,44,53,14,47,6,4,19,0.012841277186487737,0.6846846846846847,0.013157894736842105,0.0,0.43243243243243246,0.11711711711711711,0.13513513513513514,0.17117117117117117,0.009009009009009009,0.13513513513513514,0.3963963963963964,0.4774774774774775,0.12612612612612611
2025-03-19,Thailand,154370,7657,101,71,4,0,23.7,40,24,13,16,1,7,39,54,8,47,9,2,13,0.01319054459971268,0.7029702970297029,0.056338028169014086,0.0,0.39603960396039606,0.2376237623762376,0.12871287128712872,0.15841584158415842,0.009900990099009901,0.06930693069306931,0.38613861386138615,0.5346534653465347,0.07920792079207921
2025-03-19,Vietnam,178521,5092,55,35,0,0,20.8,21,8,7,13,1,5,24,25,6,22,3,0,10,0.010801256873527102,0.6363636363636364,0.0,,0.38181818181818183,0.14545454545454545,0.12727272727272726,0.23636363636363636,0.01818181818181818,0.09090909090909091,0.43636363636363634,0.45454545454545453,0.10909090909090909
2025-03-20,Singapore,50530,1914,25,14,0,0,24.0,9,2,2,8,0,4,14,10,1,10,1,0,3,0.013061650992685475,0.56,0.0,,0.36,0.08,0.08,0.32,0.0,0.16,0.56,0.4,0.04
2025-03-20,Indonesia,402797,14515,155,114,7,0,21.3,56,23,19,28,3,26,66,66,23,64,15,3,32,0.010678608336203927,0.7354838709677419,0.06140350877192982,0.0,0.36129032258064514,0.14838709677419354,0.12258064516129032,0.18064516129032257,0.01935483870967742,0.16774193548387098,0.4258064516129032,0.4258064516129032,0.14838709677419354
2025-03-20,Philippines,209961,10291,136,92,6,0,26.5,67,17,18,18,3,13,50,71,15,59,8,2,23,0.013215430959090467,0.6764705882352942,0.06521739130434782,0.0,0.49264705882352944,0.125,0.1323529411764706,0.1323529411764706,0.022058823529411766,0.09558823529411764,0.36764705882352944,0.5220588235294118,0.11029411764705882
2025-03-20,Thailand,144513,7022,91,64,3,0,23.5,46,9,5,15,1,15,34,50,7,34,7,1,22,0.012959270863001993,0.7032967032967034,0.046875,0.0,0.5054945054945055,0.0989010989010989,0.054945054945054944,0.16483516483516483,0.01098901098901099,0.16483516483516483,0.37362637362637363,0.5494505494505495,0.07692307692307693
2025-03-20,Vietnam,197013,4445,67,46,1,0,22.2,27,11,6,13,1,9,23,40,4,32,2,0,12,0.015073115860517435,0.6865671641791045,0.021739130434782608,0.0,0.40298507462686567,0.16417910447761194,0.08955223880597014,0.19402985074626866,0.014925373134328358,0.13432835820895522,0.34328358208955223,0.5970149253731343,0.05970149253731343
2025-03-21,Singapore,52184,1999,23,14,0,0,21.2,8,3,5,4,0,3,7,16,0,10,0,1,3,0.01150575287643822,0.6086956521739131,0.0,,0.34782608695652173,0.13043478260869565,0.21739130434782608,0.17391304347826086,0.0,0.13043478260869565,0.30434782608695654,0.6956521739130435,0.0
2025-03-21,Indonesia,399392,17202,208,146,8,0,24.9,73,31,32,43,5,24,97,90,21,74,23,10,39,0.012091617253807696,0.7019230769230769,0.0547945205479452,0.0,0.35096153846153844,0.14903846153846154,0.15384615384615385,0.20673076923076922,0.02403846153846154,0.11538461538461539,0.46634615384615385,0.4326923076923077,0.10096153846153846
2025-03-21,Philippines,216974,7013,84,62,3,0,26.7,29,15,6,20,5,9,37,33,14,36,5,4,17,0.011977755596748895,0.7380952380952381,0.04838709677419355,0.0,0.34523809523809523,0.17857142857142858,0.07142857142857142,0.23809523809523808,0.05952380952380952,0.10714285714285714,0.44047619047619047,0.39285714285714285,0.16666666666666666
2025-03-21,Thailand,144894,4898,63,41,1,0,23.7,34,4,4,10,1,10,25,36,2,22,4,0,15,0.012862392813393221,0.6507936507936508,0.024390243902439025,0.0,0.5396825396825397,0.06349206349206349,0.06349206349206349,0.15873015873015872,0.015873015873015872,0.15873015873015872,0.3968253968253968,0.5714285714285714,0.031746031746031744
2025-03-21,Vietnam,172289,3895,42,29,1,0,26.1,23,8,2,5,1,3,13,24,5,21,2,2,4,0.010783055198973043,0.6904761904761905,0.034482758620689655,0.0,0.5476190476190477,0.19047619047619047,0.047619047619047616,0.11904761904761904,0.023809523809523808,0.07142857142857142,0.30952380952380953,0.5714285714285714,0.11904761904761904
2025-03-22,Singapore,47185,1281,12,6,0,0,25.5,5,1,0,3,0,3,3,6,3,3,1,0,2,0.00936768149882904,0.5,0.0,,0.4166666666666667,0.08333333333333333,0.0,0.25,0.0,0.25,0.25,0.5,0.25
2025-03-22,Indonesia,368532,10860,136,95,4,0,25.1,59,17,23,21,2,14,53,71,12,59,12,4,20,0.012523020257826888,0.6985294117647058,0.042105263157894736,0.0,0.4338235294117647,0.125,0.16911764705882354,0.15441176470588236,0.014705882352941176,0.10294117647058823,0.3897058823529412,0.5220588235294118,0.08823529411764706
2025-03-22,Philippines,187790,5518,51,34,1,0,20.5,22,2,7,12,1,7,25,22,4,19,3,2,10,0.009242479159115621,0.6666666666666666,0.029411764705882353,0.0,0.43137254901960786,0.0392156862745098,0.13725490196078433,0.23529411764705882,0.0196078431372549,0.13725490196078433,0.49019607843137253,0.43137254901960786,0.0784313725490196
2025-03-22,Thailand,157763,5887,74,52,2,0,27.0,29,11,5,15,0,14,33,36,5,32,10,2,8,0.012570069644980466,0.7027027027027027,0.038461538461538464,0.0,0.3918918918918919,0.14864864864864866,0.06756756756756757,0.20270270270270271,0.0,0.1891891891891892,0.44594594594594594,0.4864864864864865,0.06756756756756757
2025-03-22,Vietnam,184010,3816,51,37,1,0,23.3,22,10,9,2,0,8,26,22,3,25,6,4,2,0.013364779874213837,0.7254901960784313,0.02702702702702703,0.0,0.43137254901960786,0.19607843137254902,0.17647058823529413,0.0392156862745098,0.0,0.1568627450980392,0.5098039215686274,0.43137254901960786,0.058823529411764705
2025-03-23,Singapore,50566,2257,22,14,0,0,22.4,8,5,4,4,0,1,6,14,2,8,3,0,3,0.00974745237040319,0.6363636363636364,0.0,,0.36363636363636365,0.22727272727272727,0.18181818181818182,0.18181818181818182,0.0,0.045454545454545456,0.2727272727272727,0.6363636363636364,0.09090909090909091
2025-03-23,Indonesia,388769,9246,94,63,2,0,27.3,41,16,10,14,3,10,36,50,8,41,8,1,13,0.010166558511788881,0.6702127659574468,0.031746031746031744,0.0,0.43617021276595747,0.1702127659574468,0.10638297872340426,0.14893617021276595,0.031914893617021274,0.10638297872340426,0.3829787234042553,0.5319148936170213,0.0851063829787234
2025-03-23,Philippines,206577,8326,90,62,2,0,26.6,37,9,9,23,1,11,35,45,10,35,6,0,21,0.01080951237088638,0.6888888888888889,0.03225806451612903,0.0,0.4111111111111111,0.1,0.1,0.25555555555555554,0.011111111111111112,0.12222222222222222,0.3888888888888889,0.5,0.1111111111111111
2025-03-23,Thailand,149479,6296,64,44,0,0,24.2,20,9,13,11,2,9,33,24,7,28,3,0,13,0.010165184243964422,0.6875,0.0,,0.3125,0.140625,0.203125,0.171875,0.03125,0.140625,0.515625,0.375,0.109375
2025-03-23,Vietnam,179947,8149,97,70,3,0,22.9,40,15,7,20,2,13,42,44,11,41,6,2,21,0.01190330101852988,0.7216494845360825,0.04285714285714286,0.0,0.41237113402061853,0.15463917525773196,0.07216494845360824,0.20618556701030927,0.020618556701030927,0.13402061855670103,0.4329896907216495,0.4536082474226804,0.1134020618556701
2025-03-24,Singapore,51960,1441,19,11,0,0,24.9,9,2,2,4,0,2,8,6,5,5,2,1,3,0.0131852879944483,0.5789473684210527,0.0,,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.21052631578947367,0.0,0.10526315789473684,0.42105263157894735,0.3157894736842105,0.2631578947368421
2025-03-24,Indonesia,413046,9617,149,103,5,0,21.1,57,20,21,25,4,22,64,73,12,71,5,7,20,0.01549339710928564,0.6912751677852349,0.04854368932038835,0.0,0.3825503355704698,0.1342281879194631,0.14093959731543623,0.16778523489932887,0.026845637583892617,0.1476510067114094,0.42953020134228187,0.4899328859060403,0.08053691275167785
2025-03-24,Philippines,183687,8110,114,81,3,0,21.6,44,12,12,25,3,18,51,51,12,51,10,3,17,0.01405672009864365,0.7105263157894737,0.037037037037037035,0.0,0.38596491228070173,0.10526315789473684,0.10526315789473684,0.21929824561403508,0.02631578947368421,0.15789473684210525,0.4473684210526316,0.4473684210526316,0.10526315789473684
2025-03-24,Thailand,145990,5648,61,43,0,0,22.4,27,7,8,12,1,6,23,34,4,25,4,0,14,0.01080028328611898,0.7049180327868853,0.0,,0.4426229508196721,0.11475409836065574,0.13114754098360656,0.19672131147540983,0.01639344262295082,0.09836065573770492,0.3770491803278688,0.5573770491803278,0.06557377049180328
2025-03-24,Vietnam,182654,6104,92,65,2,0,21.8,42,10,10,14,1,15,36,51,5,37,8,2,18,0.01507208387942333,0.7065217391304348,0.03076923076923077,0.0,0.45652173913043476,0.10869565217391304,0.10869565217391304,0.15217391304347827,0.010869565217391304,0.16304347826086957,0.391304347826087,0.5543478260869565,0.05434782608695652
2025-03-25,Singapore,53377,1931,17,8,0,0,23.7,3,2,3,3,1,5,6,9,2,6,1,0,1,0.008803728638011392,0.47058823529411764,0.0,,0.17647058823529413,0.11764705882352941,0.17647058823529413,0.17647058823529413,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.5294117647058824,0.11764705882352941
2025-03-25,Indonesia,386927,14257,150,108,6,0,25.8,61,23,15,32,6,13,52,78,20,69,8,2,29,0.01052114750648804,0.72,0.05555555555555555,0.0,0.4066666666666667,0.15333333333333332,0.1,0.21333333333333335,0.04,0.08666666666666667,0.3466666666666667,0.52,0.13333333333333333
2025-03-25,Philippines,213320,10098,124,84,4,0,21.2,50,22,15,19,4,14,48,58,18,53,11,4,16,0.012279659338482869,0.6774193548387096,0.047619047619047616,0.0,0.4032258064516129,0.1774193548387097,0.12096774193548387,0.1532258064516129,0.03225806451612903,0.11290322580645161,0.3870967741935484,0.46774193548387094,0.14516129032258066
2025-03-25,Thailand,136043,5042,70,49,2,0,25.5,27,16,7,13,1,6,29,31,10,23,7,3,16,0.013883379611265371,0.7,0.04081632653061224,0.0,0.38571428571428573,0.22857142857142856,0.1,0.18571428571428572,0.014285714285714285,0.08571428571428572,0.4142857142857143,0.44285714285714284,0.14285714285714285
2025-03-25,Vietnam,176187,5958,65,46,2,0,24.0,23,11,9,10,1,11,23,34,8,29,6,1,10,0.010909701242027526,0.7076923076923077,0.043478260869565216,0.0,0.35384615384615387,0.16923076923076924,0.13846153846153847,0.15384615384615385,0.015384615384615385,0.16923076923076924,0.35384615384615387,0.5230769230769231,0.12307692307692308
2025-03-26,Singapore,48867,1106,12,7,0,0,27.4,6,2,3,1,0,0,6,6,0,3,2,1,1,0.0108499095840868,0.5833333333333334,0.0,,0.5,0.16666666666666666,0.25,0.08333333333333333,0.0,0.0,0.5,0.5,0.0
2025-03-26,Indonesia,386143,10761,131,90,4,0,23.6,46,24,14,25,4,18,59,56,16,48,9,8,25,0.012173589815072949,0.6870229007633588,0.044444444444444446,0.0,0.3511450381679389,0.183206106870229,0.10687022900763359,0.19083969465648856,0.030534351145038167,0.13740458015267176,0.45038167938931295,0.42748091603053434,0.12213740458015267
2025-03-26,Philippines,199456,4689,57,40,1,0,21.3,19,10,7,11,0,10,20,30,7,29,2,1,8,0.01215611004478567,0.7017543859649122,0.025,0.0,0.3333333333333333,0.17543859649122806,0.12280701754385964,0.19298245614035087,0.0,0.17543859649122806,0.3508771929824561,0.5263157894736842,0.12280701754385964
2025-03-26,Thailand,154740,3962,36,26,1,0,25.1,23,1,5,4,1,2,15,17,4,20,1,0,5,0.009086320040383645,0.7222222222222222,0.038461538461538464,0.0,0.6388888888888888,0.027777777777777776,0.1388888888888889,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.4166666666666667,0.4722222222222222,0.1111111111111111
2025-03-26,Vietnam,174396,6418,74,52,2,0,20.4,29,12,3,20,3,7,24,39,11,31,4,4,13,0.011530071673418511,0.7027027027027027,0.038461538461538464,0.0,0.3918918918918919,0.16216216216216217,0.04054054054054054,0.2702702702702703,0.04054054054054054,0.0945945945945946,0.32432432432432434,0.527027027027027,0.14864864864864866
2025-03-27,Singapore,48985,1774,23,15,0,0,22.2,7,5,4,4,1,2,11,10,2,8,2,0,5,0.012965050732807215,0.6521739130434783,0.0,,0.30434782608695654,0.21739130434782608,0.17391304347826086,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.4782608695652174,0.43478260869565216,0.08695652173913043
2025-03-27,Indonesia,349066,15439,169,115,6,0,20.2,68,30,20,30,3,18,71,80,18,64,14,8,29,0.010946304812487855,0.6804733727810651,0.05217391304347826,0.0,0.40236686390532544,0.17751479289940827,0.11834319526627218,0.17751479289940827,0.01775147928994083,0.10650887573964497,0.42011834319526625,0.47337278106508873,0.10650887573964497
2025-03-27,Philippines,193434,9448,130,87,5,0,27.4,43,28,14,28,2,15,63,46,21,49,11,0,27,0.01375952582557155,0.6692307692307692,0.05747126436781609,0.0,0.33076923076923076,0.2153846153846154,0.1076923076923077,0.2153846153846154,0.015384615384615385,0.11538461538461539,0.4846153846153846,0.35384615384615387,0.16153846153846155
2025-03-27,Thailand,148048,3204,34,22,0,0,20.2,13,5,3,6,2,5,13,20,1,13,2,3,4,0.010611735330836454,0.6470588235294118,0.0,,0.38235294117647056,0.14705882352941177,0.08823529411764706,0.17647058823529413,0.058823529411764705,0.14705882352941177,0.38235294117647056,0.5882352941176471,0.029411764705882353
2025-03-27,Vietnam,187580,8839,89,65,2,0,21.1,38,10,16,10,1,14,33,51,5,40,4,6,15,0.010069012331711731,0.7303370786516854,0.03076923076923077,0.0,0.42696629213483145,0.11235955056179775,0.1797752808988764,0.11235955056179775,0.011235955056179775,0.15730337078651685,0.3707865168539326,0.5730337078651685,0.056179775280898875
2025-03-28,Singapore,50057,1539,14,8,0,0,22.8,6,2,3,0,0,3,6,7,1,6,1,0,1,0.009096816114359974,0.5714285714285714,0.0,,0.42857142857142855,0.14285714285714285,0.21428571428571427,0.0,0.0,0.21428571428571427,0.42857142857142855,0.5,0.07142857142857142
2025-03-28,Indonesia,406399,15632,151,115,5,0,25.4,62,24,19,27,1,18,58,76,17,75,10,4,26,0.009659672466734904,0.7615894039735099,0.043478260869565216,0.0,0.4105960264900662,0.15894039735099338,0.12582781456953643,0.17880794701986755,0.006622516556291391,0.11920529801324503,0.3841059602649007,0.5033112582781457,0.11258278145695365
2025-03-28,Philippines,185931,8336,113,83,3,0,21.7,44,17,19,15,4,14,41,57,15,50,13,4,16,0.013555662188099808,0.7345132743362832,0.03614457831325301,0.0,0.3893805309734513,0.1504424778761062,0.168141592920354,0.13274336283185842,0.035398230088495575,0.12389380530973451,0.36283185840707965,0.504424778761062,0.13274336283185842
2025-03-28,Thailand,162668,5428,74,50,0,0,24.7,27,11,10,13,3,10,28,34,12,24,8,3,15,0.013633014001473839,0.6756756756756757,0.0,,0.36486486486486486,0.14864864864864866,0.13513513513513514,0.17567567567567569,0.04054054054054054,0.13513513513513514,0.3783783783783784,0.4594594594594595,0.16216216216216217
2025-03-28,Vietnam,195029,7519,83,52,1,0,24.8,34,17,10,15,0,7,36,37,10,38,6,0,8,0.011038701955047213,0.6265060240963856,0.019230769230769232,0.0,0.40963855421686746,0.20481927710843373,0.12048192771084337,0.18072289156626506,0.0,0.08433734939759036,0.43373493975903615,0.4457831325301205,0.12048192771084337
2025-03-29,Singapore,49875,2102,28,20,0,0,25.6,12,5,1,3,0,7,12,15,1,10,5,0,5,0.013320647002854425,0.7142857142857143,0.0,,0.42857142857142855,0.17857142857142858,0.03571428571428571,0.10714285714285714,0.0,0.25,0.42857142857142855,0.5357142857142857,0.03571428571428571
2025-03-29,Indonesia,374999,9868,124,87,3,0,23.0,51,21,16,22,4,10,46,64,14,53,11,3,20,0.01256586947709769,0.7016129032258065,0.034482758620689655,0.0,0.4112903225806452,0.1693548387096774,0.12903225806451613,0.1774193548387097,0.03225806451612903,0.08064516129032258,0.3709677419354839,0.5161290322580645,0.11290322580645161
2025-03-29,Philippines,200583,6048,71,51,1,0,20.6,30,13,8,11,2,7,29,37,5,33,5,1,12,0.011739417989417989,0.7183098591549296,0.0196078431372549,0.0,0.4225352112676056,0.18309859154929578,0.11267605633802817,0.15492957746478872,0.028169014084507043,0.09859154929577464,0.4084507042253521,0.5211267605633803,0.07042253521126761
2025-03-29,Thailand,145472,5626,56,34,0,0,27.0,22,9,5,7,3,10,26,27,3,24,1,2,7,0.009953785993601137,0.6071428571428571,0.0,,0.39285714285714285,0.16071428571428573,0.08928571428571429,0.125,0.05357142857142857,0.17857142857142858,0.4642857142857143,0.48214285714285715,0.05357142857142857
2025-03-29,Vietnam,160340,4332,41,27,0,0,22.0,14,8,5,5,1,8,17,21,3,16,4,1,6,0.009464450600184672,0.6585365853658537,0.0,,0.34146341463414637,0.1951219512195122,0.12195121951219512,0.12195121951219512,0.024390243902439025,0.1951219512195122,0.4146341463414634,0.5121951219512195,0.07317073170731707
2025-03-30,Singapore,50683,1157,16,9,0,0,20.1,5,2,3,6,0,0,8,8,0,5,3,0,1,0.013828867761452032,0.5625,0.0,,0.3125,0.125,0.1875,0.375,0.0,0.0,0.5,0.5,0.0
2025-03-30,Indonesia,382193,15556,185,131,9,0,22.6,78,25,17,37,4,24,77,90,18,82,16,5,28,0.011892517356646953,0.7081081081081081,0.06870229007633588,0.0,0.42162162162162165,0.13513513513513514,0.0918918918918919,0.2,0.021621621621621623,0.12972972972972974,0.41621621621621624,0.4864864864864865,0.0972972972972973
2025-03-30,Philippines,206276,7202,93,66,4,0,24.1,31,15,11,23,1,12,40,47,6,41,11,4,10,0.01291307970008331,0.7096774193548387,0.06060606060606061,0.0,0.3333333333333333,0.16129032258064516,0.11827956989247312,0.24731182795698925,0.010752688172043012,0.12903225806451613,0.43010752688172044,0.5053763440860215,0.06451612903225806
2025-03-30,Thailand,165659,4602,42,29,0,0,25.1,13,5,6,8,2,8,20,20,2,16,3,1,9,0.009126466753585397,0.6904761904761905,0.0,,0.30952380952380953,0.11904761904761904,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.47619047619047616,0.47619047619047616,0.047619047619047616
2025-03-30,Vietnam,186369,7483,86,57,2,0,22.0,33,13,12,16,2,10,32,48,6,35,7,3,12,0.011492716824802886,0.6627906976744186,0.03508771929824561,0.0,0.38372093023255816,0.1511627906976744,0.13953488372093023,0.18604651162790697,0.023255813953488372,0.11627906976744186,0.37209302325581395,0.5581395348837209,0.06976744186046512
2025-03-31,Singapore,49724,1924,17,9,0,0,24.0,3,3,2,5,0,4,8,8,1,6,1,0,2,0.008835758835758836,0.5294117647058824,0.0,,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.29411764705882354,0.0,0.23529411764705882,0.47058823529411764,0.47058823529411764,0.058823529411764705
2025-03-31,Indonesia,394171,16744,259,174,14,1,19.4,105,49,29,47,5,24,106,128,25,102,17,9,46,0.015468227424749164,0.6718146718146718,0.08045977011494253,0.07142857142857142,0.40540540540540543,0.1891891891891892,0.11196911196911197,0.18146718146718147,0.019305019305019305,0.09266409266409266,0.4092664092664093,0.4942084942084942,0.09652509652509653
